"id";"movement_speed";"displacement";"number_users";"is_hard_locked";"is_endpoint";"created_at";"active";"rack_id"
370;15.031;31.419;1;0;0;"2023-07-27 20:20:39.000000";1;1
371;14.978;46.397;1;0;0;"2023-07-27 20:20:40.000000";1;1
372;15.038;61.435;1;0;0;"2023-07-27 20:20:41.000000";1;1
373;4.979;64.0;1;0;1;"2023-07-27 20:20:42.000000";1;1
374;0.0;64.0;1;0;1;"2023-07-27 20:20:43.000000";1;1
375;4.995;59.005;1;0;0;"2023-07-27 20:20:48.000000";1;1
376;12.5;46.504;1;0;0;"2023-07-27 20:20:49.000000";1;1
377;15.0;31.504;1;0;0;"2023-07-27 20:20:50.000000";1;1
378;0.0;0.0;1;0;1;"2023-07-27 20:21:00.000000";1;1
379;3.336;3.336;1;0;0;"2023-07-27 20:21:05.000000";1;1
380;13.001;16.336;1;0;0;"2023-07-27 20:21:06.000000";1;1
381;15.0;31.336;1;0;0;"2023-07-27 20:21:07.000000";1;1
382;3.332;3.332;1;0;0;"2023-07-27 20:21:21.000000";1;1
383;13.0;16.332;1;0;0;"2023-07-27 20:21:22.000000";1;1
384;15.006;31.339;1;0;0;"2023-07-27 20:21:23.000000";1;1
385;15.001;46.339;1;0;0;"2023-07-27 20:21:24.000000";1;1
386;3.329;3.329;1;0;0;"2023-07-27 20:21:31.000000";1;1
387;12.959;16.288;1;0;0;"2023-07-27 20:21:32.000000";1;1
388;3.334;3.334;1;0;0;"2023-07-27 20:22:07.000000";1;1
389;12.982;16.316;1;0;0;"2023-07-27 20:22:08.000000";1;1
390;15.002;31.318;1;0;0;"2023-07-27 20:22:09.000000";1;1
391;14.995;46.313;1;0;0;"2023-07-27 20:22:10.000000";1;1
392;15.0;61.313;1;0;0;"2023-07-27 20:22:11.000000";1;1
393;4.982;64.0;1;0;1;"2023-07-27 20:22:12.000000";1;1
394;0.0;64.0;1;0;1;"2023-07-27 20:22:13.000000";1;1
395;4.999;59.001;1;0;0;"2023-07-27 20:22:17.000000";1;1
396;12.495;46.506;1;0;0;"2023-07-27 20:22:18.000000";1;1
397;15.0;31.506;1;0;0;"2023-07-27 20:22:19.000000";1;1
398;15.027;16.479;1;0;0;"2023-07-27 20:22:20.000000";1;1
399;0.0;0.0;1;0;1;"2023-07-27 20:22:27.000000";1;1
400;3.333;3.333;1;0;0;"2023-07-27 20:22:31.000000";1;1
401;13.001;16.334;1;0;0;"2023-07-27 20:22:32.000000";1;1
402;15.001;31.334;1;0;0;"2023-07-27 20:22:33.000000";1;1
403;15.032;46.366;1;0;0;"2023-07-27 20:22:34.000000";1;1
404;15.0;61.366;1;0;0;"2023-07-27 20:22:35.000000";1;1
405;5.0;64.0;1;0;1;"2023-07-27 20:22:36.000000";1;1
406;0.0;64.0;1;0;1;"2023-07-27 20:22:37.000000";1;1
407;5.001;58.999;1;0;0;"2023-07-27 20:22:40.000000";1;1
408;12.483;46.517;1;0;0;"2023-07-27 20:22:41.000000";1;1
409;14.979;31.538;1;0;0;"2023-07-27 20:22:42.000000";1;1
410;0.0;0.0;1;0;1;"2023-07-27 20:25:56.000000";1;1
411;3.334;3.334;1;0;0;"2023-07-27 20:26:00.000000";1;1
412;13.0;16.334;1;0;0;"2023-07-27 20:26:01.000000";1;1
413;15.009;31.343;1;0;0;"2023-07-27 20:26:02.000000";1;1
